grid,position,points,laps,fastestLapTime,fastestLapSpeed,statusId
10,9.0,2.0,44,1:52.432,224.263,1
21,10.0,1.0,44,1:53.362,222.423,1
17,11.0,0.0,44,1:53.223,222.696,1
12,12.0,0.0,44,1:53.871,221.429,1
7,13.0,0.0,44,1:53.585,221.987,1
18,14.0,0.0,43,1:54.571,220.076,11
16,15.0,0.0,43,1:54.051,221.08,11
14,16.0,0.0,43,1:50.424,228.341,11
20,17.0,0.0,43,1:56.319,216.769,11
19,18.0,0.0,43,1:56.540,216.358,11
22,19.0,0.0,43,1:58.061,213.57,11
1,1.0,25.0,53,1:26.557,240.937,1
3,2.0,18.0,53,1:26.207,241.915,1
4,3.0,15.0,53,1:27.191,239.185,1
2,4.0,12.0,53,1:26.187,241.971,1
8,5.0,10.0,53,1:27.402,238.607,1
6,6.0,8.0,53,1:26.924,239.919,1
18,7.0,6.0,52,1:28.357,236.028,11
11,8.0,4.0,52,1:28.054,236.841,11
10,9.0,2.0,52,1:26.895,240.0,11
16,10.0,1.0,52,1:28.202,236.443,11
14,11.0,0.0,52,1:28.934,234.497,11
13,12.0,0.0,52,1:28.377,235.975,11
20,13.0,0.0,51,1:29.639,232.653,12
19,14.0,0.0,51,1:29.825,232.171,12
21,15.0,0.0,51,1:30.783,229.721,12
1,1.0,25.0,61,1:48.688,168.029,1
3,2.0,18.0,61,1:48.454,168.392,1
2,3.0,15.0,61,1:50.088,165.892,1
5,4.0,12.0,61,1:50.891,164.691,1
4,5.0,10.0,61,1:50.832,164.779,1
10,6.0,8.0,61,1:54.239,159.864,1
7,7.0,6.0,60,1:54.383,159.663,11
9,8.0,4.0,60,1:54.564,159.411,11
6,9.0,2.0,60,1:52.550,162.263,11
11,10.0,1.0,60,1:54.615,159.34,11
13,11.0,0.0,60,1:53.198,161.335,11
14,12.0,0.0,60,1:52.197,162.774,11
12,13.0,0.0,60,1:55.235,158.483,11
17,14.0,0.0,59,1:51.329,164.043,12
15,15.0,0.0,59,1:53.774,160.518,12
19,16.0,0.0,59,1:54.063,160.111,12
18,17.0,0.0,59,1:54.204,159.913,12
22,18.0,0.0,59,1:58.730,153.817,12
23,19.0,0.0,57,1:59.064,153.386,14
24,20.0,0.0,57,1:58.283,154.399,14
16,21.0,0.0,56,1:53.676,160.656,3
2,1.0,25.0,53,1:36.568,216.481,1
5,2.0,18.0,53,1:36.682,216.226,1
1,3.0,15.0,53,1:36.916,215.704,1
6,4.0,12.0,53,1:36.828,215.9,1
3,5.0,10.0,53,1:37.645,214.093,1
8,6.0,8.0,53,1:37.916,213.501,1
4,7.0,6.0,53,1:37.800,213.754,1
17,8.0,4.0,53,1:36.569,216.479,1
10,9.0,2.0,53,1:37.053,215.399,1
23,10.0,1.0,53,1:36.614,216.378,1
11,11.0,0.0,53,1:38.133,213.029,1
12,12.0,0.0,53,1:37.970,213.383,1
7,13.0,0.0,53,1:39.724,209.63,1
14,14.0,0.0,53,1:37.645,214.093,1
16,15.0,0.0,53,1:37.411,214.608,1
9,16.0,0.0,53,1:38.407,212.436,1
13,17.0,0.0,53,1:39.080,210.993,1
18,18.0,0.0,53,1:39.297,210.532,1
19,19.0,0.0,53,1:39.561,209.973,1
21,20.0,0.0,51,1:41.704,205.549,12
20,21.0,0.0,51,1:41.794,205.367,12
22,22.0,0.0,51,1:41.437,206.09,12
24,23.0,0.0,50,1:42.409,204.134,13
2,1.0,25.0,55,1:39.605,202.941,1
1,2.0,18.0,55,1:40.459,201.216,1
4,3.0,15.0,55,1:40.294,201.547,1
3,4.0,12.0,55,1:40.709,200.716,1
6,5.0,10.0,55,1:40.547,201.04,1
5,6.0,8.0,55,1:40.541,201.052,1
11,7.0,6.0,55,1:40.940,200.257,1
7,8.0,4.0,55,1:41.770,198.624,1
13,9.0,2.0,55,1:40.537,201.06,1
9,10.0,1.0,55,1:42.102,197.978,1
10,11.0,0.0,55,1:42.014,198.149,1
18,12.0,0.0,55,1:42.371,197.458,1
15,13.0,0.0,54,1:42.549,197.115,11
19,14.0,0.0,54,1:42.456,197.294,11
14,15.0,0.0,54,1:42.080,198.021,11
17,16.0,0.0,54,1:42.425,197.354,11
20,17.0,0.0,54,1:43.009,196.235,11
21,18.0,0.0,54,1:44.536,193.368,11
24,19.0,0.0,54,1:44.870,192.752,11
22,20.0,0.0,54,1:44.746,192.981,11
23,21.0,0.0,52,1:46.173,190.387,13
1,1.0,25.0,60,1:27.249,211.463,1
4,2.0,18.0,60,1:27.967,209.737,1
3,3.0,15.0,60,1:27.953,209.771,1
2,4.0,12.0,60,1:27.520,210.808,1
11,5.0,10.0,60,1:28.549,208.359,1
7,6.0,8.0,60,1:28.600,208.239,1
5,7.0,6.0,60,1:28.721,207.955,1
10,8.0,4.0,59,1:29.239,206.748,11
8,9.0,2.0,59,1:29.289,206.632,11
20,10.0,1.0,59,1:29.345,206.502,11
16,11.0,0.0,59,1:29.289,206.632,11
14,12.0,0.0,59,1:29.310,206.583,11
12,13.0,0.0,59,1:28.679,208.053,11
18,14.0,0.0,58,1:30.294,204.332,12
15,15.0,0.0,58,1:28.635,208.157,12
21,16.0,0.0,57,1:31.990,200.565,13
24,17.0,0.0,57,1:31.988,200.569,13
23,18.0,0.0,57,1:31.674,201.256,13
19,19.0,0.0,55,1:31.691,201.219,15
2,1.0,25.0,55,1:43.461,193.255,1
5,2.0,18.0,55,1:43.914,192.412,1
3,3.0,15.0,55,1:43.154,193.83,1
4,4.0,12.0,55,1:42.612,194.854,1
6,5.0,10.0,55,1:44.288,191.722,1
7,6.0,8.0,55,1:43.993,192.266,1
8,7.0,6.0,55,1:44.916,190.575,1
9,8.0,4.0,55,1:44.709,190.952,1
10,9.0,2.0,55,1:44.120,192.032,1
16,10.0,1.0,54,1:43.521,193.143,11
11,11.0,0.0,54,1:44.566,191.213,11
24,12.0,0.0,54,1:44.438,191.447,11
12,13.0,0.0,54,1:43.673,192.86,11
23,14.0,0.0,54,1:44.628,191.099,11
15,15.0,0.0,54,1:44.093,192.082,11
14,16.0,0.0,54,1:46.150,188.359,11
17,17.0,0.0,54,1:46.610,187.547,11
18,18.0,0.0,53,1:47.444,186.091,12
19,19.0,0.0,53,1:48.085,184.987,12
22,20.0,0.0,53,1:49.242,183.028,12
2,1.0,25.0,71,1:15.324,205.942,1
1,2.0,18.0,71,1:16.076,203.906,1
3,3.0,15.0,71,1:15.580,205.244,1
5,4.0,12.0,71,1:16.181,203.625,1
7,5.0,10.0,71,1:17.271,200.753,1
8,6.0,8.0,70,1:17.161,201.039,11
6,7.0,6.0,70,1:17.207,200.919,11
11,8.0,4.0,70,1:17.452,200.284,11
16,9.0,2.0,70,1:17.644,199.788,11
15,10.0,1.0,70,1:17.011,201.43,11
13,11.0,0.0,70,1:17.162,201.036,11
14,12.0,0.0,70,1:17.428,200.346,11
17,13.0,0.0,70,1:17.780,199.439,11
12,14.0,0.0,70,1:16.684,202.289,11
10,15.0,0.0,70,1:16.681,202.297,11
19,16.0,0.0,69,1:18.023,198.818,12
9,17.0,0.0,69,1:18.274,198.18,12
20,18.0,0.0,69,1:18.596,197.368,12
23,19.0,0.0,68,1:19.902,194.142,13
22,20.0,0.0,68,1:19.649,194.759,13
2,1.0,25.0,58,1:29.187,214.053,1
6,2.0,18.0,58,1:29.417,213.503,1
1,3.0,15.0,58,1:29.538,213.214,1
5,4.0,12.0,58,1:29.438,213.452,1
12,5.0,10.0,58,1:30.277,211.469,1
13,6.0,8.0,58,1:30.620,210.668,1
17,7.0,6.0,58,1:30.759,210.346,1
22,8.0,4.0,58,1:30.843,210.151,1
10,9.0,2.0,58,1:30.592,210.733,1
15,10.0,1.0,58,1:30.605,210.703,1
11,11.0,0.0,58,1:30.274,211.476,1
7,12.0,0.0,58,1:30.931,209.948,1
8,13.0,0.0,57,1:30.254,211.523,3
20,14.0,0.0,57,1:34.253,202.548,11
21,15.0,0.0,53,1:35.011,200.932,15
14,16.0,0.0,52,1:30.855,210.123,4
8,1.0,25.0,56,1:41.680,196.25,1
9,2.0,18.0,56,1:41.021,197.531,1
1,3.0,15.0,56,1:41.539,196.523,1
4,4.0,12.0,56,1:41.017,197.539,1
10,5.0,10.0,56,1:40.722,198.117,1
13,6.0,8.0,56,1:41.404,196.785,1
14,7.0,6.0,56,1:41.819,195.983,1
18,8.0,4.0,56,1:41.922,195.785,1
16,9.0,2.0,56,1:42.173,195.304,1
3,10.0,1.0,56,1:41.760,196.096,1
5,11.0,0.0,56,1:41.342,196.905,1
15,12.0,0.0,56,1:41.756,196.104,1
7,13.0,0.0,56,1:41.863,195.898,1
2,14.0,0.0,56,1:42.100,195.443,1
12,15.0,0.0,56,1:42.051,195.537,1
19,16.0,0.0,55,1:43.513,192.775,11
20,17.0,0.0,55,1:44.757,190.486,11
24,18.0,0.0,55,1:43.803,192.237,11
11,19.0,0.0,54,1:42.237,195.181,5
21,20.0,0.0,54,1:44.813,190.384,12
23,21.0,0.0,54,1:45.909,188.414,12
22,22.0,0.0,54,1:46.244,187.82,12
1,1.0,25.0,56,1:40.967,194.356,1
5,2.0,18.0,56,1:40.422,195.411,1
7,3.0,15.0,56,1:40.530,195.201,1
6,4.0,12.0,56,1:40.490,195.279,1
11,5.0,10.0,56,1:40.601,195.063,1
10,6.0,8.0,56,1:41.120,194.062,1
14,7.0,6.0,56,1:41.293,193.731,1
13,8.0,4.0,56,1:40.482,195.294,1
9,9.0,2.0,56,1:41.152,194.001,1
3,10.0,1.0,56,1:39.960,196.314,1
8,11.0,0.0,56,1:41.071,194.156,1
15,12.0,0.0,56,1:41.498,193.339,1
12,13.0,0.0,56,1:41.240,193.832,1
4,14.0,0.0,56,1:41.794,192.777,1
16,15.0,0.0,56,1:40.977,194.337,1
24,16.0,0.0,56,1:40.019,196.198,1
17,17.0,0.0,56,1:41.251,193.811,1
19,18.0,0.0,55,1:42.385,191.664,11
20,19.0,0.0,55,1:42.748,190.987,11
21,20.0,0.0,55,1:42.621,191.224,11
22,21.0,0.0,55,1:43.610,189.398,11
23,22.0,0.0,54,1:43.935,188.806,12
18,23.0,0.0,53,1:41.190,193.928,13
1,1.0,25.0,57,1:36.379,202.151,1
11,2.0,18.0,57,1:37.116,200.617,1
7,3.0,15.0,57,1:36.928,201.006,1
3,4.0,12.0,57,1:37.437,199.956,1
5,5.0,10.0,57,1:38.080,198.646,1
10,6.0,8.0,57,1:38.372,198.056,1
9,7.0,6.0,57,1:38.203,198.397,1
2,8.0,4.0,57,1:37.733,199.351,1
14,9.0,2.0,57,1:38.123,198.558,1
22,10.0,1.0,57,1:38.128,198.548,1
8,11.0,0.0,57,1:38.146,198.512,1
13,12.0,0.0,57,1:38.312,198.177,1
12,13.0,0.0,57,1:36.700,201.48,1
17,14.0,0.0,57,1:37.058,200.737,1
6,15.0,0.0,56,1:37.903,199.005,11
18,16.0,0.0,56,1:38.305,198.191,11
16,17.0,0.0,56,1:38.441,197.917,11
4,18.0,0.0,55,1:38.046,198.714,43
23,19.0,0.0,55,1:40.323,194.204,12
20,20.0,0.0,55,1:40.237,194.371,12
24,21.0,0.0,55,1:39.747,195.326,12
15,22.0,0.0,54,1:38.087,198.631,76
1,1.0,25.0,66,1:27.906,190.635,1
2,2.0,18.0,66,1:27.390,191.761,1
4,3.0,15.0,66,1:26.938,192.758,1
3,4.0,12.0,66,1:26.250,194.295,1
9,5.0,10.0,66,1:28.266,189.857,1
7,6.0,8.0,66,1:27.768,190.935,1
6,7.0,6.0,66,1:28.150,190.107,1
24,8.0,4.0,66,1:28.918,188.465,1
10,9.0,2.0,66,1:28.624,189.09,1
13,10.0,1.0,65,1:28.912,188.478,11
11,11.0,0.0,65,1:27.857,190.741,11
14,12.0,0.0,65,1:28.308,189.767,11
15,13.0,0.0,65,1:28.587,189.169,11
12,14.0,0.0,65,1:28.313,189.756,11
16,15.0,0.0,65,1:28.448,189.467,11
19,16.0,0.0,65,1:28.715,188.897,11
18,17.0,0.0,65,1:28.773,188.773,11
21,18.0,0.0,64,1:29.599,187.033,12
22,19.0,0.0,63,1:30.722,184.718,13
1,1.0,25.0,78,1:18.805,152.579,1
2,2.0,18.0,78,1:18.977,152.246,1
5,3.0,15.0,78,1:18.857,152.478,1
9,4.0,12.0,78,1:19.076,152.056,1
3,5.0,10.0,78,1:18.806,152.577,1
7,6.0,8.0,78,1:19.101,152.008,1
14,7.0,6.0,78,1:19.757,150.757,1
10,8.0,4.0,78,1:18.423,153.322,1
8,9.0,2.0,78,1:19.246,151.73,1
13,10.0,1.0,78,1:19.187,151.843,1
23,11.0,0.0,77,1:17.296,155.557,11
16,12.0,0.0,77,1:19.013,152.177,11
17,13.0,0.0,77,1:19.305,151.617,11
19,14.0,0.0,77,1:19.637,150.985,11
22,15.0,0.0,76,1:20.286,149.764,12
12,16.0,0.0,70,1:19.923,150.444,4
2,1.0,25.0,70,1:17.020,203.837,1
7,2.0,18.0,70,1:17.264,203.194,1
15,3.0,15.0,70,1:16.414,205.454,1
1,4.0,12.0,70,1:15.752,207.249,1
3,5.0,10.0,70,1:17.820,201.742,1
5,6.0,8.0,70,1:17.060,203.732,1
4,7.0,6.0,70,1:17.131,203.544,1
12,8.0,4.0,70,1:16.764,204.517,1
11,9.0,2.0,70,1:17.464,202.669,1
6,10.0,1.0,70,1:16.182,206.08,1
8,11.0,0.0,70,1:17.219,203.312,1
13,12.0,0.0,70,1:17.202,203.357,1
22,13.0,0.0,70,1:17.489,202.604,1
14,14.0,0.0,70,1:16.609,204.931,1
19,15.0,0.0,69,1:17.875,201.6,11
10,16.0,0.0,69,1:17.843,201.682,11
16,17.0,0.0,69,1:17.817,201.75,11
17,18.0,0.0,69,1:18.128,200.947,11
18,19.0,0.0,69,1:18.093,201.037,11
23,20.0,0.0,69,1:20.632,194.706,13
21,21.0,0.0,56,1:21.032,193.745,22
11,1.0,25.0,57,1:43.666,188.185,1
5,2.0,18.0,57,1:43.686,188.148,1
12,3.0,15.0,57,1:43.099,189.22,1
19,4.0,12.0,57,1:42.717,189.923,1
8,5.0,10.0,57,1:44.226,187.174,1
6,6.0,8.0,57,1:42.163,190.953,1
10,7.0,6.0,57,1:44.101,187.398,1
9,8.0,4.0,57,1:44.806,186.138,1
15,9.0,2.0,57,1:43.526,188.439,1
14,10.0,1.0,57,1:44.111,187.38,1
17,11.0,0.0,57,1:43.674,188.17,1
3,12.0,0.0,57,1:44.064,187.465,1
20,13.0,0.0,57,1:44.253,187.125,1
16,14.0,0.0,57,1:45.294,185.275,1
23,15.0,0.0,57,1:46.701,182.832,1
13,16.0,0.0,56,1:44.431,186.806,11
21,17.0,0.0,56,1:46.799,182.664,11
22,18.0,0.0,56,1:46.388,183.37,11
2,19.0,0.0,55,1:44.007,187.568,4
2,1.0,25.0,52,1:34.934,223.393,1
1,2.0,18.0,52,1:35.385,222.336,1
4,3.0,15.0,52,1:34.897,223.48,1
5,4.0,12.0,52,1:35.041,223.141,1
6,5.0,10.0,52,1:34.661,224.037,1
9,6.0,8.0,52,1:34.884,223.51,1
3,7.0,6.0,52,1:35.191,222.789,1
8,8.0,4.0,52,1:36.173,220.515,1
13,9.0,2.0,52,1:35.863,221.228,1
16,10.0,1.0,52,1:36.086,220.714,1
17,11.0,0.0,52,1:35.478,222.12,1
14,12.0,0.0,52,1:35.981,220.956,1
12,13.0,0.0,52,1:35.448,222.19,1
23,14.0,0.0,52,1:35.514,222.036,1
11,15.0,0.0,52,1:35.750,221.489,1
7,16.0,0.0,51,1:37.515,217.48,11
19,17.0,0.0,51,1:38.050,216.293,11
20,18.0,0.0,51,1:37.422,217.687,11
24,19.0,0.0,51,1:38.008,216.386,11
21,20.0,0.0,50,1:39.618,212.889,12
22,21.0,0.0,50,1:38.339,215.658,12
1,1.0,25.0,67,1:19.044,208.319,1
6,2.0,18.0,67,1:19.469,207.205,1
10,3.0,15.0,67,1:19.719,206.555,1
12,4.0,12.0,67,1:19.485,207.163,1
2,5.0,10.0,67,1:19.161,208.011,1
17,6.0,8.0,67,1:19.270,207.725,1
3,7.0,6.0,67,1:18.725,209.163,1
8,8.0,4.0,67,1:19.794,206.361,1
4,9.0,2.0,67,1:19.372,207.458,1
21,10.0,1.0,67,1:19.105,208.158,1
9,11.0,0.0,67,1:19.717,206.56,1
13,12.0,0.0,67,1:19.225,207.843,1
11,13.0,0.0,67,1:20.066,205.66,1
15,14.0,0.0,67,1:19.645,206.747,1
5,15.0,0.0,66,1:19.607,206.846,11
18,16.0,0.0,66,1:19.997,205.837,11
14,17.0,0.0,66,1:19.894,206.103,11
19,18.0,0.0,66,1:20.013,205.796,11
16,19.0,0.0,65,1:20.596,204.307,12
20,20.0,0.0,65,1:21.753,201.416,12
23,21.0,0.0,64,1:22.407,199.817,13
22,22.0,0.0,64,1:22.778,198.922,13
24,23.0,0.0,64,1:21.788,201.33,13
1,1.0,25.0,69,1:25.677,184.082,1
5,2.0,18.0,69,1:25.728,183.972,1
2,3.0,15.0,69,1:26.050,183.284,1
3,4.0,12.0,69,1:24.136,187.453,1
6,5.0,10.0,69,1:25.738,183.951,1
4,6.0,8.0,69,1:25.831,183.751,1
9,7.0,6.0,69,1:26.248,182.863,1
11,8.0,4.0,69,1:25.402,184.674,1
7,9.0,2.0,69,1:25.920,183.561,1
13,10.0,1.0,69,1:25.830,183.753,1
10,11.0,0.0,69,1:26.073,183.235,1
12,12.0,0.0,69,1:25.976,183.441,1
8,13.0,0.0,69,1:25.723,183.983,1
14,14.0,0.0,69,1:25.218,185.073,1
18,15.0,0.0,68,1:26.508,182.313,11
16,16.0,0.0,68,1:26.061,183.26,11
19,17.0,0.0,68,1:26.595,182.13,11
15,18.0,0.0,67,1:25.745,183.936,12
20,19.0,0.0,67,1:27.629,179.981,12
21,20.0,0.0,67,1:28.727,177.754,12
22,21.0,0.0,66,1:28.447,178.316,13
23,22.0,0.0,66,1:28.765,177.678,13
1,1.0,25.0,44,1:54.293,220.611,1
10,2.0,18.0,44,1:54.198,220.795,1
3,3.0,15.0,44,1:53.640,221.879,1
11,4.0,12.0,44,1:53.760,221.645,1
14,5.0,10.0,44,1:53.464,222.223,1
12,6.0,8.0,44,1:53.768,221.629,1
13,7.0,6.0,44,1:53.507,222.139,1
15,8.0,4.0,44,1:53.995,221.188,1
16,9.0,2.0,44,1:54.605,220.011,1
9,10.0,1.0,44,1:54.562,220.093,1
23,11.0,0.0,44,1:53.073,222.992,1
17,12.0,0.0,44,1:52.822,223.488,1
2,13.0,0.0,44,1:55.598,218.121,1
19,14.0,0.0,43,1:56.741,215.985,11
20,15.0,0.0,43,1:56.956,215.588,11
22,16.0,0.0,43,1:57.939,213.791,11
18,17.0,0.0,43,1:56.475,216.479,11
21,18.0,0.0,43,1:57.315,214.929,11
1,1.0,25.0,53,1:28.427,235.841,1
12,2.0,18.0,53,1:27.562,238.171,1
10,3.0,15.0,53,1:28.835,234.758,1
3,4.0,12.0,53,1:28.914,234.55,1
7,5.0,10.0,53,1:29.109,234.036,1
4,6.0,8.0,53,1:27.718,237.748,1
6,7.0,6.0,53,1:27.239,239.053,1
9,8.0,4.0,53,1:29.068,234.144,1
8,9.0,2.0,53,1:29.032,234.239,1
13,10.0,1.0,53,1:28.742,235.004,1
22,11.0,0.0,53,1:28.053,236.843,1
14,12.0,0.0,53,1:28.621,235.325,1
15,13.0,0.0,53,1:28.677,235.177,1
17,14.0,0.0,52,1:29.399,233.277,11
18,15.0,0.0,52,1:29.066,234.149,11
20,16.0,0.0,52,1:29.753,232.357,11
19,17.0,0.0,52,1:29.888,232.008,11
23,18.0,0.0,52,1:30.398,230.699,11
21,19.0,0.0,52,1:31.086,228.957,11
11,20.0,0.0,51,1:29.202,233.792,76
24,21.0,0.0,50,1:28.578,235.439,23
5,22.0,0.0,47,1:28.713,235.081,91
3,1.0,25.0,59,1:52.134,162.865,1
4,2.0,18.0,59,1:52.625,162.155,1
5,3.0,15.0,59,1:52.709,162.034,1
6,4.0,12.0,59,1:52.931,161.716,1
10,5.0,10.0,59,1:53.897,160.344,1
12,6.0,8.0,59,1:53.785,160.502,1
8,7.0,6.0,59,1:54.123,160.027,1
13,8.0,4.0,59,1:53.997,160.204,1
15,9.0,2.0,59,1:54.267,159.825,1
14,10.0,1.0,59,1:52.778,161.935,1
7,11.0,0.0,59,1:53.726,160.585,1
20,12.0,0.0,59,1:56.057,157.36,1
17,13.0,0.0,59,1:51.690,163.513,1
11,14.0,0.0,59,1:51.033,164.48,1
19,15.0,0.0,59,1:55.233,158.485,1
21,16.0,0.0,59,1:56.486,156.781,1
24,17.0,0.0,58,1:57.671,155.202,11
22,18.0,0.0,57,1:53.610,160.749,31
18,19.0,0.0,57,1:55.140,158.613,12
1,1.0,25.0,53,1:35.774,218.276,1
10,2.0,18.0,53,1:36.894,215.753,1
3,3.0,15.0,53,1:36.679,216.233,1
8,4.0,12.0,53,1:36.606,216.396,1
9,5.0,10.0,53,1:37.760,213.842,1
7,6.0,8.0,53,1:37.886,213.566,1
15,7.0,6.0,53,1:37.938,213.453,1
12,8.0,4.0,53,1:37.771,213.818,1
2,9.0,2.0,53,1:37.128,215.233,1
14,10.0,1.0,53,1:37.455,214.511,1
23,11.0,0.0,53,1:36.942,215.646,1
11,12.0,0.0,53,1:37.535,214.335,1
19,13.0,0.0,53,1:37.533,214.339,1
16,14.0,0.0,53,1:36.819,215.92,1
17,15.0,0.0,52,1:38.043,213.224,11
18,16.0,0.0,52,1:38.756,211.685,11
22,17.0,0.0,52,1:38.344,212.572,11
20,18.0,0.0,52,1:39.351,210.417,11
4,19.0,0.0,51,1:38.277,212.717,12
2,1.0,25.0,55,1:42.499,197.211,1
1,2.0,18.0,55,1:42.037,198.104,1
4,3.0,15.0,55,1:42.442,197.321,1
6,4.0,12.0,55,1:42.242,197.707,1
5,5.0,10.0,55,1:42.822,196.592,1
8,6.0,8.0,55,1:42.645,196.931,1
7,7.0,6.0,55,1:42.783,196.666,1
16,8.0,4.0,55,1:42.721,196.785,1
21,9.0,2.0,55,1:43.148,195.97,1
3,10.0,1.0,55,1:42.721,196.785,1
12,11.0,0.0,55,1:42.495,197.219,1
14,12.0,0.0,55,1:43.517,195.272,1
10,13.0,0.0,55,1:43.184,195.902,1
15,14.0,0.0,55,1:42.679,196.865,1
17,15.0,0.0,55,1:43.411,195.472,1
18,16.0,0.0,54,1:45.013,192.49,11
19,17.0,0.0,54,1:44.955,192.596,11
20,18.0,0.0,54,1:45.236,192.082,11
24,19.0,0.0,53,1:44.462,193.505,12
23,20.0,0.0,53,1:47.068,188.795,12
1,1.0,25.0,60,1:28.723,207.95,1
5,2.0,18.0,60,1:28.630,208.168,1
2,3.0,15.0,60,1:29.029,207.235,1
3,4.0,12.0,60,1:28.944,207.433,1
4,5.0,10.0,60,1:28.203,209.176,1
6,6.0,8.0,60,1:29.283,206.646,1
7,7.0,6.0,60,1:29.354,206.482,1
12,8.0,4.0,60,1:29.230,206.769,1
11,9.0,2.0,60,1:29.522,206.094,1
13,10.0,1.0,60,1:28.431,208.637,1
10,11.0,0.0,60,1:29.492,206.163,1
16,12.0,0.0,60,1:29.086,207.103,1
15,13.0,0.0,60,1:29.440,206.283,1
17,14.0,0.0,60,1:29.204,206.829,1
18,15.0,0.0,59,1:30.091,204.792,11
9,16.0,0.0,59,1:30.067,204.847,11
19,17.0,0.0,59,1:31.163,202.384,11
20,18.0,0.0,59,1:30.786,203.225,11
24,19.0,0.0,59,1:31.366,201.935,11
21,20.0,0.0,58,1:31.721,201.153,12
23,21.0,0.0,58,1:32.161,200.193,12
14,22.0,0.0,55,1:29.230,206.769,31
4,1.0,25.0,55,1:44.458,191.41,1
6,2.0,18.0,55,1:44.090,192.087,1
24,3.0,15.0,55,1:43.964,192.32,1
5,4.0,12.0,55,1:44.533,191.273,1
3,5.0,10.0,55,1:44.833,190.726,1
15,6.0,8.0,55,1:45.423,189.658,1
8,7.0,6.0,55,1:45.700,189.161,1
14,8.0,4.0,55,1:45.693,189.174,1
12,9.0,2.0,55,1:45.617,189.31,1
16,10.0,1.0,55,1:45.903,188.799,1
13,11.0,0.0,55,1:45.225,190.015,1
17,12.0,0.0,55,1:46.113,188.425,1
18,13.0,0.0,55,1:47.115,186.662,1
21,14.0,0.0,55,1:47.661,185.716,1
11,15.0,0.0,55,1:45.410,189.682,1
20,16.0,0.0,55,1:48.308,184.606,1
22,17.0,0.0,55,1:48.619,184.078,1
2,1.0,25.0,56,1:39.709,199.047,1
1,2.0,18.0,56,1:39.347,199.772,1
7,3.0,15.0,56,1:39.672,199.121,1
11,4.0,12.0,56,1:39.402,199.661,1
12,5.0,10.0,56,1:40.150,198.17,1
4,6.0,8.0,56,1:39.474,199.517,1
8,7.0,6.0,56,1:40.625,197.235,1
6,8.0,4.0,56,1:41.048,196.409,1
9,9.0,2.0,56,1:40.719,197.051,1
10,10.0,1.0,56,1:40.745,197.0,1
15,11.0,0.0,56,1:40.701,197.086,1
18,12.0,0.0,56,1:40.772,196.947,1
17,13.0,0.0,56,1:40.428,197.622,1
16,14.0,0.0,55,1:40.315,197.844,11
13,15.0,0.0,55,1:40.594,197.296,11
5,16.0,0.0,55,1:40.923,196.652,11
21,17.0,0.0,55,1:42.824,193.017,11
22,18.0,0.0,55,1:43.072,192.552,11
19,19.0,0.0,55,1:43.324,192.083,11
20,20.0,0.0,54,1:42.481,193.663,12
23,21.0,0.0,54,1:44.664,189.623,12
24,22.0,0.0,54,1:44.508,189.906,12
2,1.0,25.0,71,1:18.108,198.601,1
7,2.0,18.0,71,1:18.623,197.301,1
5,3.0,15.0,71,1:18.879,196.66,1
3,4.0,12.0,71,1:18.903,196.6,1
6,5.0,10.0,71,1:18.210,198.342,1
4,6.0,8.0,71,1:19.090,196.136,1
