grid,position,points,laps,fastestLapTime,fastestLapSpeed,statusId
13,9.0,2.0,54,1:42.222,195.597,11
8,10.0,1.0,54,1:41.294,197.389,11
7,11.0,0.0,54,1:41.190,197.592,11
9,12.0,0.0,54,1:43.274,193.605,11
17,13.0,0.0,54,1:43.142,193.853,11
14,14.0,0.0,54,1:43.790,192.642,11
15,15.0,0.0,54,1:43.666,192.873,11
16,16.0,0.0,54,1:43.256,193.639,11
18,17.0,0.0,54,1:43.074,193.981,11
11,18.0,0.0,53,1:42.414,195.231,12
19,19.0,0.0,53,1:44.500,191.333,12
7,2.0,18.0,71,1:07.901,228.933,1
3,3.0,16.0,71,1:07.475,230.378,1
5,4.0,12.0,71,1:07.712,229.572,1
8,5.0,10.0,71,1:07.974,228.687,1
6,6.0,8.0,71,1:08.305,227.579,1
12,7.0,6.0,71,1:09.025,225.205,1
14,8.0,4.0,71,1:08.932,225.509,1
18,9.0,2.0,71,1:08.796,225.954,1
11,10.0,1.0,71,1:08.623,226.524,1
20,11.0,0.0,71,1:09.662,223.146,1
13,12.0,0.0,69,1:09.135,224.847,22
4,13.0,0.0,67,1:08.432,227.156,40
1,1.0,25.0,71,1:06.719,232.989,1
4,2.0,18.0,71,1:07.534,230.177,1
2,3.0,15.0,71,1:06.145,235.01,1
6,4.0,12.0,71,1:07.299,230.981,1
9,5.0,10.0,71,1:07.193,231.345,1
17,6.0,8.0,71,1:07.188,231.362,1
12,7.0,6.0,71,1:07.833,229.162,1
8,8.0,4.0,71,1:07.832,229.166,1
3,9.0,3.0,70,1:05.619,236.894,11
13,10.0,1.0,70,1:08.378,227.336,11
16,11.0,0.0,70,1:08.382,227.322,11
15,12.0,0.0,70,1:08.009,228.569,11
0,13.0,0.0,70,1:08.047,228.442,11
19,14.0,0.0,70,1:08.512,226.891,11
7,15.0,0.0,70,1:07.827,229.183,11
11,16.0,0.0,69,1:08.601,226.597,12
18,17.0,0.0,69,1:08.806,225.922,12
1,1.0,26.0,70,1:16.627,205.823,1
7,2.0,18.0,70,1:19.184,199.176,1
2,3.0,15.0,70,1:17.665,203.072,1
3,4.0,12.0,70,1:18.973,199.708,1
13,5.0,10.0,70,1:19.440,198.534,1
5,6.0,8.0,69,1:20.363,196.254,11
4,7.0,6.0,69,1:20.090,196.923,11
11,8.0,4.0,69,1:19.532,198.305,11
9,9.0,2.0,69,1:20.477,195.976,11
0,10.0,1.0,69,1:19.457,198.492,11
6,11.0,0.0,69,1:20.821,195.142,11
17,12.0,0.0,69,1:20.946,194.841,11
8,13.0,0.0,69,1:19.945,197.28,11
14,14.0,0.0,69,1:20.261,196.503,11
20,15.0,0.0,69,1:20.889,194.978,11
0,16.0,0.0,69,1:20.232,196.574,11
19,17.0,0.0,69,1:20.096,196.908,11
12,18.0,0.0,69,1:19.984,197.184,11
15,19.0,0.0,65,1:21.198,194.236,15
1,1.0,25.0,52,1:29.238,237.652,1
3,2.0,19.0,52,1:27.097,243.494,1
4,3.0,15.0,52,1:29.813,236.13,1
8,4.0,12.0,52,1:29.482,237.004,1
5,5.0,10.0,52,1:30.058,235.488,1
9,6.0,8.0,52,1:29.491,236.98,1
11,7.0,6.0,52,1:29.603,236.684,1
12,8.0,4.0,52,1:28.689,239.123,1
6,9.0,2.0,52,1:30.475,234.402,1
10,10.0,1.0,52,1:30.537,234.242,1
2,11.0,0.0,52,1:29.265,237.58,1
20,12.0,0.0,52,1:30.862,233.404,1
7,13.0,0.0,52,1:29.948,235.776,1
15,14.0,0.0,52,1:30.977,233.109,1
18,15.0,0.0,52,1:30.501,234.335,1
17,16.0,0.0,52,1:29.782,236.212,1
16,17.0,0.0,51,1:29.973,235.71,11
4,1.0,25.0,52,1:29.465,237.049,1
2,2.0,19.0,52,1:28.451,239.766,1
1,3.0,15.0,52,1:29.765,236.256,1
8,4.0,12.0,52,1:30.552,234.203,1
9,5.0,10.0,52,1:29.477,237.017,1
6,6.0,8.0,52,1:30.877,233.365,1
3,7.0,6.0,52,1:30.087,235.412,1
14,8.0,4.0,52,1:30.575,234.144,1
10,9.0,2.0,52,1:30.698,233.826,1
16,10.0,1.0,52,1:30.738,233.723,1
7,11.0,0.0,52,1:30.092,235.399,1
11,12.0,0.0,52,1:30.785,233.602,1
12,13.0,0.0,52,1:30.556,234.193,1
5,14.0,0.0,51,1:31.168,232.621,11
20,15.0,0.0,51,1:31.756,231.13,11
13,16.0,0.0,51,1:30.793,233.581,11
19,17.0,0.0,51,1:31.826,230.954,11
15,18.0,0.0,51,1:31.408,232.01,11
18,19.0,0.0,51,1:29.950,235.77,11
1,1.0,25.0,66,1:19.822,209.942,1
3,2.0,18.0,66,1:21.477,205.677,1
2,3.0,16.0,66,1:18.183,214.343,1
5,4.0,12.0,65,1:22.024,204.306,11
4,5.0,10.0,65,1:22.515,203.09,11
7,6.0,8.0,65,1:21.771,204.938,11
11,7.0,6.0,65,1:22.707,202.618,11
6,8.0,4.0,65,1:22.194,203.883,11
10,9.0,2.0,65,1:22.543,203.021,11
8,10.0,1.0,65,1:22.392,203.393,11
13,11.0,0.0,65,1:22.464,203.215,11
12,12.0,0.0,65,1:22.336,203.531,11
15,13.0,0.0,65,1:22.174,203.933,11
14,14.0,0.0,65,1:21.888,204.645,11
16,15.0,0.0,65,1:23.474,200.757,11
20,16.0,0.0,65,1:21.801,204.863,11
18,17.0,0.0,65,1:22.503,203.119,11
19,18.0,0.0,64,1:22.030,204.291,12
17,19.0,0.0,64,1:20.409,208.409,12
1,1.0,25.0,44,1:47.758,233.99,1
2,2.0,18.0,44,1:47.983,233.503,1
3,3.0,15.0,44,1:48.305,232.809,1
4,4.0,13.0,44,1:47.483,234.589,1
6,5.0,10.0,44,1:48.540,232.305,1
5,6.0,8.0,44,1:48.736,231.886,1
10,7.0,6.0,44,1:48.552,232.279,1
12,8.0,4.0,44,1:47.839,233.815,1
9,9.0,2.0,44,1:49.136,231.036,1
8,10.0,1.0,44,1:48.389,232.628,1
11,11.0,0.0,44,1:49.832,229.572,1
16,12.0,0.0,44,1:49.822,229.593,1
14,13.0,0.0,44,1:49.958,229.309,1
13,14.0,0.0,44,1:47.840,233.813,1
17,15.0,0.0,44,1:50.018,229.184,1
19,16.0,0.0,44,1:48.048,233.362,1
20,17.0,0.0,44,1:48.083,233.287,1
10,1.0,25.0,53,1:24.037,248.162,1
3,2.0,18.0,53,1:23.882,248.62,1
8,3.0,15.0,53,1:23.897,248.576,1
6,4.0,12.0,53,1:24.232,247.587,1
2,5.0,10.0,53,1:23.961,248.386,1
7,6.0,8.0,53,1:23.898,248.573,1
1,7.0,7.0,53,1:22.746,252.033,1
12,8.0,4.0,53,1:24.490,246.831,1
11,9.0,2.0,53,1:24.479,246.863,1
4,10.0,1.0,53,1:24.336,247.282,1
20,11.0,0.0,53,1:24.999,245.353,1
16,12.0,0.0,53,1:24.785,245.972,1
14,13.0,0.0,53,1:24.835,245.827,1
19,14.0,0.0,53,1:24.421,247.033,1
9,15.0,0.0,53,1:24.926,245.564,1
18,16.0,0.0,53,1:24.856,245.766,1
1,1.0,26.0,59,1:18.833,239.518,1
2,2.0,18.0,59,1:19.432,237.712,1
4,3.0,15.0,59,1:20.039,235.909,1
8,4.0,12.0,59,1:20.426,234.774,1
7,5.0,10.0,59,1:20.632,234.175,1
11,6.0,8.0,59,1:21.198,232.542,1
12,7.0,6.0,59,1:21.458,231.8,1
5,8.0,4.0,59,1:21.229,232.453,1
13,9.0,2.0,59,1:21.164,232.64,1
14,10.0,1.0,59,1:21.202,232.531,1
18,11.0,0.0,59,1:21.645,231.269,1
15,12.0,0.0,59,1:22.263,229.532,1
3,1.0,26.0,53,1:37.030,216.972,1
2,2.0,18.0,53,1:37.332,216.298,1
1,3.0,15.0,53,1:38.075,214.66,1
4,4.0,12.0,53,1:38.141,214.515,1
5,5.0,10.0,53,1:37.886,215.074,1
10,6.0,8.0,53,1:39.053,212.54,1
7,7.0,6.0,53,1:39.216,212.191,1
11,8.0,4.0,53,1:39.133,212.369,1
9,9.0,2.0,53,1:37.231,216.523,1
15,10.0,1.0,53,1:38.377,214.001,1
17,11.0,0.0,52,1:39.766,211.021,11
18,12.0,0.0,52,1:40.380,209.731,11
14,13.0,0.0,52,1:39.588,211.398,11
19,14.0,0.0,52,1:38.858,212.96,11
8,15.0,0.0,52,1:37.377,216.198,11
20,16.0,0.0,52,1:41.044,208.352,11
16,17.0,0.0,52,1:39.614,211.343,11
13,18.0,0.0,52,1:37.352,216.254,11
2,1.0,25.0,60,1:28.145,210.253,1
3,2.0,19.0,60,1:28.139,210.267,1
6,3.0,15.0,60,1:29.584,206.876,1
9,4.0,12.0,60,1:29.700,206.608,1
10,5.0,10.0,60,1:30.129,205.625,1
12,6.0,8.0,60,1:30.110,205.668,1
4,7.0,6.0,60,1:30.712,204.303,1
20,8.0,4.0,60,1:30.733,204.256,1
16,9.0,2.0,60,1:31.562,202.407,1
14,10.0,1.0,60,1:30.909,203.861,1
11,11.0,0.0,60,1:30.408,204.99,1
19,12.0,0.0,60,1:30.512,204.755,1
15,13.0,0.0,60,1:30.456,204.881,1
18,14.0,0.0,60,1:31.377,202.816,1
13,15.0,0.0,60,1:32.214,200.975,1
1,1.0,26.0,66,1:18.750,212.708,1
2,2.0,18.0,66,1:19.345,211.113,1
3,3.0,15.0,66,1:19.854,209.767,1
4,4.0,12.0,66,1:20.408,208.322,1
9,5.0,10.0,65,1:20.551,207.952,11
7,6.0,8.0,65,1:20.268,208.685,11
5,7.0,6.0,65,1:20.802,207.306,11
11,8.0,4.0,65,1:20.859,207.16,11
10,9.0,2.0,65,1:20.906,207.04,11
15,10.0,1.0,65,1:20.731,207.489,11
16,11.0,0.0,65,1:21.058,206.652,11
6,12.0,0.0,65,1:19.890,209.673,11
8,13.0,0.0,65,1:19.360,211.073,11
14,14.0,0.0,65,1:20.882,207.101,11
17,15.0,0.0,65,1:21.893,204.544,11
19,16.0,0.0,65,1:21.460,205.632,11
18,17.0,0.0,65,1:21.664,205.118,11
20,18.0,0.0,64,1:21.859,204.629,12
13,19.0,0.0,64,1:20.449,208.216,12
2,1.0,26.0,63,1:15.484,234.121,1
1,2.0,18.0,63,1:15.902,232.831,1
5,3.0,15.0,63,1:17.552,227.878,1
8,4.0,12.0,63,1:17.666,227.543,1
7,5.0,10.0,63,1:18.173,226.067,1
11,6.0,8.0,63,1:18.084,226.325,1
10,7.0,6.0,63,1:18.118,226.226,1
9,8.0,4.0,63,1:18.069,226.368,1
18,9.0,2.0,63,1:18.088,226.313,1
20,10.0,1.0,63,1:18.794,224.286,1
19,11.0,0.0,63,1:18.719,224.499,1
14,12.0,0.0,63,1:17.767,227.248,1
15,13.0,0.0,63,1:18.360,225.528,1
16,14.0,0.0,63,1:18.822,224.206,1
6,15.0,0.0,63,1:16.177,231.991,1
6,1.0,25.0,58,1:39.413,193.302,1
3,2.0,18.0,58,1:40.392,191.417,1
11,3.0,15.0,58,1:39.662,192.819,1
12,4.0,12.0,58,1:39.961,192.242,1
15,5.0,10.0,58,1:38.754,194.592,1
2,6.0,8.0,58,1:38.431,195.231,1
4,7.0,6.0,58,1:39.099,193.915,1
14,8.0,5.0,58,1:36.806,198.508,1
1,9.0,2.0,58,1:39.921,192.319,1
5,10.0,1.0,58,1:40.677,190.875,1
7,11.0,0.0,57,1:41.006,190.254,11
16,12.0,0.0,57,1:41.019,190.229,11
19,13.0,0.0,57,1:39.586,192.966,11
9,14.0,0.0,57,1:38.193,195.704,11
8,15.0,0.0,57,1:39.743,192.663,11
0,16.0,0.0,57,1:40.814,190.616,11
13,17.0,0.0,55,1:40.948,190.363,54
1,1.0,25.0,57,1:32.864,209.803,1
3,2.0,19.0,57,1:32.014,211.741,1
4,3.0,15.0,57,1:33.684,207.967,1
9,4.0,12.0,57,1:33.588,208.18,1
15,5.0,10.0,57,1:33.411,208.575,1
8,6.0,8.0,57,1:34.817,205.482,1
6,7.0,6.0,57,1:32.827,209.887,1
2,8.0,4.0,57,1:33.352,208.706,1
7,9.0,2.0,57,1:34.354,206.49,1
12,10.0,1.0,56,1:33.625,208.098,11
10,11.0,0.0,56,1:34.141,206.957,11
14,12.0,0.0,56,1:35.042,204.995,11
11,13.0,0.0,56,1:33.861,207.575,11
20,14.0,0.0,56,1:34.591,205.973,11
17,15.0,0.0,56,1:33.573,208.213,11
16,16.0,0.0,56,1:34.536,206.092,11
18,17.0,0.0,56,1:35.241,204.567,11
5,18.0,0.0,53,1:33.629,208.089,5
5,1.0,25.0,87,0:56.789,224.599,1
11,2.0,18.0,87,0:57.350,222.402,1
10,3.0,15.0,87,0:57.388,222.255,1
8,4.0,12.0,87,0:57.165,223.122,1
7,5.0,10.0,87,0:56.979,223.85,1
12,6.0,8.0,87,0:57.056,223.548,1
6,7.0,6.0,87,0:57.001,223.764,1
1,8.0,4.0,87,0:56.563,225.497,1
2,9.0,3.0,87,0:55.404,230.214,1
19,10.0,1.0,87,0:57.270,222.713,1
9,11.0,0.0,87,0:57.220,222.908,1
13,12.0,0.0,87,0:56.905,224.141,1
14,13.0,0.0,87,0:56.887,224.212,1
18,14.0,0.0,87,0:57.375,222.305,1
15,15.0,0.0,87,0:57.516,221.76,1
17,16.0,0.0,87,0:57.392,222.24,1
20,17.0,0.0,87,0:57.742,220.892,1
1,1.0,25.0,55,1:40.958,198.046,1
2,2.0,18.0,55,1:41.131,197.707,1
3,3.0,15.0,55,1:41.420,197.144,1
5,4.0,12.0,55,1:41.227,197.52,1
4,5.0,10.0,55,1:41.964,196.092,1
6,6.0,8.0,55,1:41.947,196.125,1
11,7.0,7.0,55,1:40.926,198.109,1
9,8.0,4.0,55,1:42.474,195.116,1
10,9.0,2.0,55,1:42.894,194.32,1
8,10.0,1.0,55,1:41.866,196.281,1
7,11.0,0.0,54,1:42.704,194.679,11
15,12.0,0.0,54,1:42.148,195.739,11
12,13.0,0.0,54,1:41.908,196.2,11
13,14.0,0.0,54,1:41.475,197.037,11
16,15.0,0.0,54,1:43.328,193.504,11
14,16.0,0.0,54,1:41.675,196.65,11
18,17.0,0.0,54,1:42.497,195.073,11
20,18.0,0.0,54,1:41.999,196.025,11
17,19.0,0.0,53,1:41.707,196.588,12
2,1.0,25.0,56,1:34.015,207.235,1
1,2.0,18.0,56,1:33.228,208.984,1
3,3.0,16.0,56,1:32.090,211.566,1
7,4.0,12.0,56,1:34.396,206.398,1
0,5.0,10.0,56,1:33.970,207.334,1
4,6.0,8.0,56,1:34.988,205.112,1
6,7.0,6.0,56,1:34.932,205.233,1
8,8.0,4.0,56,1:34.509,206.151,1
13,9.0,2.0,56,1:34.761,205.603,1
10,10.0,1.0,56,1:34.865,205.378,1
14,11.0,0.0,56,1:35.192,204.672,1
12,12.0,0.0,55,1:35.122,204.823,11
16,13.0,0.0,55,1:35.250,204.548,11
15,14.0,0.0,55,1:35.036,205.008,11
20,15.0,0.0,55,1:35.566,203.871,11
18,16.0,0.0,55,1:36.134,202.667,11
5,17.0,0.0,52,1:34.090,207.069,31
17,18.0,0.0,51,1:36.602,201.685,31
3,1.0,25.0,63,1:17.524,227.96,1
1,2.0,19.0,63,1:16.702,230.403,1
7,3.0,15.0,63,1:18.259,225.819,1
4,4.0,12.0,63,1:18.379,225.473,1
11,5.0,10.0,63,1:18.490,225.154,1
6,6.0,8.0,63,1:19.341,222.739,1
5,7.0,6.0,63,1:18.994,223.718,1
10,8.0,4.0,63,1:18.782,224.32,1
9,9.0,2.0,63,1:19.422,222.512,1
15,10.0,1.0,63,1:19.417,222.526,1
2,11.0,0.0,63,1:19.396,222.585,1
20,12.0,0.0,63,1:18.334,225.603,1
16,13.0,0.0,63,1:18.353,225.548,1
17,14.0,0.0,62,1:19.470,222.378,11
0,15.0,0.0,61,1:19.074,223.491,6
18,16.0,0.0,61,1:19.193,223.156,12
19,17.0,0.0,61,1:20.402,219.8,12
2,1.0,25.0,66,1:20.933,206.971,1
3,2.0,18.0,66,1:20.695,207.581,1
1,3.0,16.0,66,1:19.865,209.738,1
4,4.0,12.0,66,1:20.643,207.715,1
7,5.0,10.0,66,1:21.696,205.038,1
8,6.0,8.0,66,1:21.496,205.541,1
6,7.0,6.0,66,1:21.886,204.562,1
13,8.0,4.0,66,1:21.032,206.718,1
16,9.0,2.0,66,1:21.987,204.31,1
9,10.0,1.0,66,1:22.014,204.243,1
5,11.0,0.0,66,1:22.325,203.471,1
12,12.0,0.0,65,1:22.167,203.862,11
10,13.0,0.0,65,1:22.416,203.246,11
17,14.0,0.0,65,1:21.970,204.352,11
14,15.0,0.0,65,1:22.058,204.133,11
11,16.0,0.0,65,1:22.654,202.661,11
19,17.0,0.0,64,1:22.755,202.414,12
18,18.0,0.0,64,1:23.155,201.44,12
20,19.0,0.0,64,1:23.641,200.27,12
1,1.0,25.0,66,1:20.665,208.64,1
2,2.0,19.0,66,1:18.149,215.357,1
3,3.0,15.0,66,1:19.430,211.884,1
4,4.0,12.0,66,1:20.459,209.174,1
8,5.0,10.0,66,1:19.483,211.743,1
7,6.0,8.0,66,1:21.853,205.612,1
6,7.0,6.0,66,1:21.568,206.33,1
9,8.0,4.0,65,1:21.279,207.064,11
5,9.0,2.0,65,1:23.311,202.014,11
12,10.0,1.0,65,1:21.375,206.82,11
11,11.0,0.0,65,1:22.607,203.735,11
17,12.0,0.0,65,1:22.868,203.094,11
13,13.0,0.0,65,1:22.820,203.211,11
15,14.0,0.0,65,1:23.208,202.264,11
14,15.0,0.0,65,1:22.802,203.255,11
19,16.0,0.0,65,1:22.905,203.003,11
10,17.0,0.0,65,1:21.182,207.311,11
18,18.0,0.0,64,1:22.637,203.661,12
20,19.0,0.0,64,1:24.040,200.261,12
4,2.0,18.0,78,1:14.621,160.989,1
2,1.0,25.0,78,1:14.649,160.929,1
5,3.0,15.0,78,1:14.670,160.883,1
9,4.0,12.0,78,1:14.552,161.138,1
8,5.0,10.0,78,1:15.316,159.503,1
6,6.0,8.0,78,1:15.412,159.3,1
7,7.0,7.0,78,1:12.909,164.769,1
13,8.0,4.0,77,1:14.674,160.875,11
11,9.0,2.0,77,1:15.316,159.503,11
10,10.0,1.0,77,1:15.331,159.472,11
14,11.0,0.0,77,1:14.971,160.237,11
12,12.0,0.0,77,1:14.578,161.082,11
17,13.0,0.0,77,1:15.026,160.12,11
15,14.0,0.0,77,1:15.539,159.033,11
18,15.0,0.0,77,1:15.573,158.961,11
16,16.0,0.0,77,1:14.037,162.259,11
19,17.0,0.0,75,1:16.866,156.287,13
20,18.0,0.0,75,1:16.425,157.189,13
6,1.0,25.0,51,1:44.687,206.432,1
11,2.0,18.0,51,1:44.890,206.032,1
4,3.0,15.0,51,1:45.220,205.386,1
1,4.0,12.0,51,1:45.382,205.071,1
9,5.0,10.0,51,1:45.326,205.18,1
8,6.0,8.0,51,1:45.624,204.601,1
7,7.0,6.0,51,1:44.939,205.936,1
5,8.0,4.0,51,1:45.700,204.454,1
13,9.0,2.0,51,1:45.713,204.428,1
14,10.0,1.0,51,1:45.601,204.645,1
20,11.0,0.0,51,1:45.575,204.696,1
10,12.0,0.0,51,1:45.665,204.521,1
17,13.0,0.0,51,1:47.624,200.799,1
18,14.0,0.0,51,1:47.747,200.569,1
2,15.0,0.0,51,1:44.769,206.27,1
16,16.0,0.0,51,1:46.608,202.712,1
1,1.0,26.0,53,1:36.404,218.156,1
2,2.0,18.0,53,1:37.410,215.903,1
4,3.0,15.0,53,1:36.693,217.504,1
3,4.0,12.0,53,1:36.960,216.905,1
8,5.0,10.0,53,1:37.425,215.87,1
10,6.0,8.0,53,1:38.324,213.896,1
6,7.0,6.0,53,1:38.103,214.378,1
9,8.0,4.0,53,1:37.646,215.382,1
12,9.0,2.0,53,1:37.138,216.508,1
19,10.0,1.0,53,1:37.828,214.981,1
5,11.0,0.0,53,1:38.931,212.584,1
14,12.0,0.0,52,1:38.314,213.918,11
0,13.0,0.0,52,1:38.980,212.479,11
11,14.0,0.0,52,1:38.645,213.2,11
13,15.0,0.0,52,1:38.702,213.077,11
7,16.0,0.0,52,1:37.681,215.304,11
17,17.0,0.0,52,1:37.992,214.621,11
16,18.0,0.0,52,1:38.313,213.92,11
15,19.0,0.0,52,1:38.847,212.765,11
18,20.0,0.0,52,1:39.317,211.758,11
1,1.0,25.0,71,1:08.017,228.542,1
2,2.0,19.0,71,1:07.058,231.811,1
5,3.0,15.0,71,1:08.619,226.537,1
4,4.0,12.0,71,1:07.894,228.956,1
3,5.0,10.0,70,1:08.903,225.604,11
12,6.0,8.0,70,1:08.609,226.57,11
7,7.0,6.0,70,1:08.738,226.145,11
9,8.0,4.0,70,1:09.787,222.746,11
8,9.0,2.0,70,1:09.749,222.867,11
11,10.0,1.0,70,1:09.650,223.184,11
18,11.0,0.0,70,1:09.128,224.869,11
14,12.0,0.0,70,1:09.821,222.637,11
13,13.0,0.0,70,1:09.305,224.295,11
17,14.0,0.0,70,1:09.576,223.421,11
15,15.0,0.0,70,1:09.723,222.95,11
19,16.0,0.0,69,1:10.005,222.052,12
16,17.0,0.0,68,1:10.104,221.739,13
20,18.0,0.0,68,1:10.951,219.092,13
1,1.0,26.0,71,1:06.200,234.815,1
5,2.0,18.0,71,1:08.374,227.349,1
2,3.0,15.0,71,1:08.471,227.027,1
4,4.0,12.0,71,1:08.126,228.177,1
10,5.0,10.0,71,1:07.762,229.402,1
3,6.0,8.0,71,1:08.192,227.956,1
13,7.0,6.0,71,1:08.820,225.876,1
12,8.0,4.0,71,1:08.698,226.277,1
6,9.0,2.0,71,1:08.146,228.11,1
14,10.0,1.0,70,1:08.405,227.246,11
8,11.0,0.0,70,1:08.900,225.613,11
7,12.0,0.0,70,1:08.455,227.08,11
9,13.0,0.0,70,1:08.659,226.405,11
15,14.0,0.0,70,1:09.042,225.149,11
16,15.0,0.0,70,1:08.874,225.699,11
18,16.0,0.0,70,1:08.520,226.865,11
11,17.0,0.0,69,1:08.420,227.196,4
19,18.0,0.0,69,1:09.394,224.007,12
20,19.0,0.0,69,1:09.757,222.842,12
2,1.0,25.0,52,1:29.699,236.43,1
4,2.0,18.0,52,1:30.569,234.159,1
3,3.0,15.0,52,1:30.524,234.275,1
5,4.0,12.0,52,1:31.420,231.979,1
6,5.0,10.0,52,1:31.284,232.325,1
10,6.0,8.0,52,1:31.223,232.48,1
7,7.0,6.0,52,1:31.698,231.276,1
14,8.0,4.0,52,1:31.992,230.537,1
9,9.0,2.0,52,1:32.210,229.992,1
16,10.0,1.0,52,1:30.826,233.497,1
11,11.0,0.0,52,1:30.266,234.945,1
12,12.0,0.0,51,1:32.049,230.394,11
15,13.0,0.0,51,1:32.346,229.653,11
17,14.0,0.0,51,1:32.477,229.328,11
13,15.0,0.0,51,1:31.895,230.78,11
0,16.0,0.0,51,1:28.617,239.317,11
19,17.0,0.0,51,1:32.909,228.262,11
18,18.0,0.0,51,1:32.862,228.377,11
8,1.0,25.0,70,1:21.421,193.704,1
1,2.0,18.0,70,1:18.715,200.363,1
15,3.0,15.0,70,1:21.423,193.699,1
9,4.0,12.0,70,1:20.359,196.264,1
5,5.0,11.0,70,1:18.394,201.183,1
16,6.0,8.0,70,1:22.450,191.286,1
18,7.0,6.0,70,1:22.831,190.406,1
17,8.0,4.0,70,1:22.112,192.074,1
3,9.0,2.0,70,1:20.945,194.843,1
13,10.0,1.0,69,1:21.518,193.473,11
11,11.0,0.0,69,1:22.802,190.473,11
20,12.0,0.0,69,1:22.711,190.683,11
0,13.0,0.0,69,1:22.736,190.625,11
1,1.0,25.0,72,1:13.275,209.244,1
2,2.0,19.0,72,1:11.097,215.654,1
3,3.0,15.0,72,1:12.549,211.338,1
4,4.0,12.0,71,1:14.818,204.929,11
5,5.0,10.0,71,1:14.780,205.033,11
9,6.0,8.0,71,1:14.323,206.294,11
6,7.0,6.0,71,1:15.260,203.725,11
0,8.0,4.0,71,1:13.461,208.714,11
8,9.0,2.0,71,1:14.675,205.321,11
13,10.0,1.0,71,1:14.236,206.535,11
10,11.0,0.0,71,1:14.920,204.65,11
12,12.0,0.0,70,1:15.611,202.78,12
15,13.0,0.0,70,1:13.958,207.312,12
7,14.0,0.0,70,1:15.125,204.091,12
16,15.0,0.0,70,1:15.442,203.234,12
0,16.0,0.0,70,1:15.790,202.301,12
11,17.0,0.0,69,1:15.628,202.734,6
17,18.0,0.0,69,1:15.927,201.936,13
2,1.0,26.0,53,1:24.812,245.894,1
3,2.0,18.0,53,1:24.971,245.434,1
19,3.0,15.0,53,1:24.827,245.85,1
5,4.0,12.0,53,1:25.319,244.433,1
8,5.0,10.0,53,1:25.156,244.901,1
6,6.0,8.0,53,1:25.559,243.747,1
9,7.0,6.0,53,1:25.853,242.912,1
10,8.0,4.0,53,1:25.472,243.995,1
14,9.0,2.0,53,1:25.835,242.963,1
12,10.0,1.0,53,1:25.566,243.727,1
13,11.0,0.0,53,1:25.953,242.63,1
11,12.0,0.0,53,1:25.938,242.672,1
7,13.0,0.0,53,1:25.718,243.295,1
17,14.0,0.0,53,1:25.849,242.924,1
18,15.0,0.0,53,1:26.707,240.52,1
4,1.0,25.0,53,1:37.575,215.76,1
20,2.0,18.0,53,1:38.396,213.959,1
2,3.0,15.0,53,1:39.294,212.024,1
5,4.0,12.0,53,1:39.124,212.388,1
16,5.0,10.0,53,1:38.216,214.352,1
6,6.0,8.0,53,1:38.686,213.331,1
1,7.0,7.0,53,1:37.423,216.096,1
13,8.0,4.0,53,1:40.289,209.921,1
8,9.0,2.0,53,1:39.215,212.193,1
3,10.0,1.0,53,1:40.596,209.28,1
7,11.0,0.0,53,1:40.464,209.555,1
10,12.0,0.0,52,1:39.251,212.116,11
11,13.0,0.0,52,1:38.279,214.214,11
9,14.0,0.0,52,1:40.598,209.276,11
19,15.0,0.0,52,1:38.994,212.667,11
17,16.0,0.0,52,1:39.058,212.53,11
12,17.0,0.0,52,1:39.960,210.612,11
15,18.0,0.0,51,1:41.713,206.982,12
18,19.0,0.0,47,1:40.000,210.528,3
1,1.0,26.0,58,1:30.432,212.5,1
2,2.0,18.0,58,1:32.759,207.169,1
6,3.0,15.0,58,1:32.459,207.841,1
3,4.0,12.0,58,1:32.737,207.218,1
11,5.0,10.0,58,1:32.763,207.16,1
4,6.0,8.0,58,1:32.814,207.046,1
7,7.0,6.0,58,1:32.446,207.87,1
19,8.0,4.0,58,1:31.921,209.057,1
8,9.0,2.0,58,1:32.608,207.506,1
12,10.0,1.0,57,1:34.584,203.171,11
16,11.0,0.0,57,1:32.904,206.845,11
17,12.0,0.0,57,1:32.586,207.556,11
20,13.0,0.0,57,1:33.255,206.067,11
9,14.0,0.0,57,1:32.844,206.979,11
13,15.0,0.0,57,1:33.399,205.749,11
5,16.0,0.0,57,1:33.252,206.073,11
15,17.0,0.0,57,1:33.672,205.149,11
10,18.0,0.0,57,1:32.730,207.233,11
14,19.0,0.0,56,1:34.209,203.98,12
18,20.0,0.0,56,1:35.438,201.353,12
1,1.0,25.0,56,1:39.096,200.278,1
2,2.0,19.0,56,1:38.485,201.521,1
3,3.0,15.0,56,1:39.566,199.333,1
4,4.0,12.0,56,1:39.303,199.861,1
6,5.0,10.0,56,1:40.345,197.785,1
9,6.0,8.0,56,1:40.147,198.176,1
5,7.0,6.0,56,1:40.377,197.722,1
7,8.0,4.0,56,1:40.228,198.016,1
10,9.0,2.0,55,1:41.151,196.209,11
18,10.0,1.0,55,1:40.481,197.517,11
12,11.0,0.0,55,1:41.145,196.221,11
13,12.0,0.0,55,1:41.189,196.135,11
15,13.0,0.0,55,1:41.340,195.843,11
20,14.0,0.0,55,1:41.120,196.269,11
14,15.0,0.0,55,1:41.818,194.924,11
16,16.0,0.0,54,1:41.395,195.737,12
17,17.0,0.0,54,1:42.886,192.9,12
3,1.0,25.0,71,1:18.999,196.134,1
